time_s,temperature,heart_rate,spo2,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
649.3,36.906,67.76,98.69,0.0125,0.0157,0.9845,-1.11,-0.06,0.119
649.35,36.905,69.04,98.69,-0.0001,0.0257,0.9532,-1.486,-0.154,0.56
649.4,36.913,68.55,98.67,0.0372,-0.0293,0.9892,0.03,1.582,-0.06
649.45,36.925,68.83,98.64,0.0461,-0.0466,0.9816,0.397,0.328,1.243
649.5,36.911,69.21,98.7,0.0432,0.0218,0.9982,1.707,-1.236,0.239
649.55,36.921,69.0,98.66,-0.0123,0.0658,0.9606,1.1,-1.078,0.711
649.6,36.916,68.79,98.76,0.0274,0.0289,1.031,-0.836,-0.093,-0.716
649.65,36.921,68.67,98.72,0.0038,0.0156,1.0285,-0.266,0.581,-0.719
649.7,36.904,69.2,98.65,-0.0237,0.0086,1.0533,-2.116,1.13,-0.289
649.75,36.908,69.82,98.72,-0.0188,0.0521,1.0316,-0.62,1.838,0.171
649.8,36.908,68.67,98.74,-0.03,0.0265,1.0129,-0.31,1.765,1.076
649.85,36.916,69.35,98.72,0.0053,0.0251,1.0085,0.398,1.647,0.552
649.9,36.918,68.71,98.76,0.0407,0.0056,1.0004,1.673,0.481,1.211
649.95,36.911,70.22,98.74,0.0443,-0.0365,1.0591,0.505,0.881,-0.252
650.0,36.919,69.0,98.79,0.0349,-0.003,1.0566,0.782,0.262,-0.216
650.05,36.905,69.09,98.75,0.0013,0.048,1.0051,-0.679,0.53,0.21
650.1,36.919,70.36,98.82,0.0353,0.0265,0.9505,-1.446,0.59,-0.404
650.15,36.92,69.67,98.8,0.0888,0.0496,0.9779,-1.974,-0.223,0.002
650.2,36.917,69.12,98.8,0.0896,-0.0008,0.9593,-1.425,0.81,0.427
650.25,36.912,70.32,98.78,-0.0043,-0.0169,1.0146,-1.869,-0.735,-0.125
650.3,36.917,70.14,98.84,-0.0773,-0.0421,1.0311,-1.481,-0.4,0.109
650.35,36.901,71.06,98.83,-0.0117,-0.0136,0.9798,-1.326,-0.908,-0.281
650.4,36.912,69.48,98.84,0.0243,-0.0336,0.9754,-1.341,-0.594,0.671
650.45,36.913,69.59,98.83,0.0333,-0.0612,0.9758,-0.165,-0.016,0.13
650.5,36.897,69.7,98.89,-0.0918,-0.0336,0.9941,0.762,0.771,0.731
650.55,36.915,70.54,98.9,-0.0917,-0.0392,1.029,1.314,0.257,0.257
650.6,36.898,69.02,98.91,0.0079,-0.0583,1.013,1.182,1.161,0.642
650.65,36.906,69.79,98.88,0.0558,-0.0102,1.0262,0.803,-0.072,0.597
650.7,36.911,70.04,98.9,0.043,-0.0731,1.0163,-0.123,-1.288,0.059
650.75,36.903,70.44,98.91,-0.0495,-0.0242,1.0093,0.929,-1.824,-0.576
650.8,36.911,69.35,98.94,-0.068,0.0234,1.011,1.017,-2.166,-0.588
650.85,36.911,69.85,98.91,-0.0139,-0.0021,1.0612,0.318,-0.742,0.075
650.9,36.902,69.32,98.9,-0.0083,-0.0079,1.0292,1.221,-1.051,-0.055
650.95,36.916,68.93,98.93,-0.0335,-0.0033,0.9522,0.038,-0.631,-0.907
651.0,36.903,69.41,98.9,-0.0097,-0.0621,0.949,0.001,-0.09,-0.147
651.05,36.933,69.23,98.91,-0.0223,0.0435,0.9581,-0.803,0.06,-0.347
651.1,36.909,69.53,98.98,0.0789,-0.0013,0.9873,-0.675,-0.775,0.755
651.15,36.899,70.17,98.9,0.0377,0.031,0.9642,-0.537,-0.838,0.41
651.2,36.901,69.31,98.93,-0.0541,-0.0792,0.9391,1.357,-0.531,-0.895
651.25,36.922,68.99,98.93,-0.0557,-0.0633,1.009,0.417,-0.666,0.459
651.3,36.906,69.17,98.9,-0.0113,-0.0272,1.0297,1.907,0.765,0.309
651.35,36.897,68.43,98.93,0.0725,0.0348,1.0231,1.309,2.013,0.134
651.4,36.919,69.1,98.89,0.0398,0.0179,0.9733,1.546,1.356,0.53
651.45,36.906,68.28,98.9,-0.0187,-0.0002,1.0063,1.625,2.329,0.078
651.5,36.917,68.68,98.88,-0.0158,-0.0352,1.0176,0.251,0.999,-0.131
651.55,36.92,68.33,98.93,-0.0093,0.017,1.0208,-0.226,0.536,0.141
651.6,36.913,68.23,98.91,0.0457,0.0263,0.9916,-0.24,0.482,-0.568
651.65,36.935,69.08,98.85,0.0521,0.0404,1.0332,-0.574,0.85,-0.811
651.7,36.893,67.77,98.87,0.01,-0.0564,1.0081,-1.802,1.302,0.777
651.75,36.903,68.4,98.83,-0.0004,0.0048,0.996,-1.43,0.342,0.464
651.8,36.908,67.89,98.82,0.0061,0.0079,0.9843,-0.035,0.408,0.025
651.85,36.933,68.51,98.85,-0.003,-0.0196,0.9837,-0.841,0.066,0.048
651.9,36.929,67.37,98.84,0.0057,0.0245,0.9873,-0.16,-0.252,0.211
651.95,36.924,67.83,98.78,0.0113,0.0394,0.9616,0.419,0.546,-0.472
652.0,36.903,67.52,98.81,0.0141,0.0052,1.0353,0.477,-0.275,-0.606
652.05,36.904,68.75,98.74,0.0074,-0.0081,1.0787,0.287,-0.442,-0.26
652.1,36.903,68.61,98.8,-0.0312,-0.0277,1.0727,-0.571,-0.792,-1.065
652.15,36.903,67.62,98.78,0.0021,0.0079,1.0703,-1.612,-0.682,0.248
652.2,36.926,67.41,98.74,0.0348,0.008,1.0111,-0.91,-0.46,-0.426
652.25,36.908,67.79,98.73,0.0462,0.0201,0.9599,-0.236,-0.467,0.41
652.3,36.91,68.44,98.73,0.006,0.0321,0.9637,0.416,-0.108,-0.771
652.35,36.919,68.23,98.7,-0.0631,0.0107,0.9486,0.496,-0.75,-0.27
652.4,36.894,67.94,98.74,-0.0338,0.0074,1.0108,0.608,-0.101,-0.649
652.45,36.911,68.75,98.74,-0.0298,0.0349,1.0353,1.206,1.046,0.372
652.5,36.9,68.42,98.69,-0.0201,0.068,0.9754,0.945,1.641,-0.55
652.55,36.908,67.89,98.69,-0.0141,0.0361,0.9469,-0.386,1.874,-0.553
652.6,36.905,67.35,98.67,-0.001,-0.0185,1.0067,-0.52,2.005,-0.07
652.65,36.905,69.5,98.67,0.0191,-0.015,1.0224,0.71,1.839,0.24
652.7,36.913,68.41,98.65,0.0175,0.0666,0.998,1.286,2.123,0.293
652.75,36.913,67.45,98.62,0.0072,0.0448,0.9575,0.203,0.344,1.192
652.8,36.909,68.88,98.71,-0.0023,0.0398,0.9374,0.218,0.576,-0.02
652.85,36.915,67.98,98.71,-0.0566,0.0067,0.9982,-0.273,-0.608,-0.216
652.9,36.902,69.56,98.68,-0.0624,-0.051,1.0291,-0.538,-0.533,0.149
652.95,36.918,69.62,98.69,0.0257,-0.0556,0.9427,-1.113,-0.115,0.344
653.0,36.909,68.99,98.62,0.0112,0.0812,0.9361,-0.709,-0.237,0.548
653.05,36.906,68.64,98.56,-0.0005,0.092,1.0187,-0.249,-0.502,0.704
653.1,36.903,69.53,98.62,0.0159,0.0255,1.0665,-0.865,0.841,0.073
653.15,36.909,69.99,98.6,0.0242,-0.089,1.0033,-0.023,0.02,0.11
653.2,36.93,69.42,98.65,0.0209,-0.0701,1.0081,0.019,-0.812,0.492
653.25,36.911,69.37,98.62,0.025,0.0243,1.011,-0.292,-0.98,0.294
653.3,36.9,69.26,98.67,-0.0039,0.0227,1.0214,-2.119,-1.619,1.055
653.35,36.92,69.54,98.69,0.0642,0.0523,1.0057,-2.611,-0.757,0.392
653.4,36.906,69.71,98.6,0.0658,0.0087,0.9844,-0.793,0.348,1.158
653.45,36.914,69.61,98.63,0.0342,0.0576,0.9769,-1.258,0.613,-0.159
653.5,36.905,69.43,98.63,-0.0455,0.0771,0.9895,-0.131,1.055,0.093
653.55,36.924,70.8,98.6,-0.0761,0.0765,0.9437,0.688,0.307,0.026
653.6,36.905,69.9,98.71,-0.0916,0.043,1.0015,-0.276,-1.207,-0.2
653.65,36.925,69.8,98.66,-0.0112,0.0342,0.9969,0.525,-0.872,-0.509
653.7,36.901,70.21,98.72,0.0386,0.021,0.999,0.669,-1.636,0.35
653.75,36.908,70.26,98.68,0.0101,0.0016,1.0915,0.245,-2.68,0.019
653.8,36.925,70.13,98.7,-0.0239,0.0272,1.0361,1.418,-1.418,-0.896
653.85,36.913,69.61,98.73,-0.0467,0.026,0.9847,0.02,-2.082,-0.225
653.9,36.934,70.19,98.75,0.0061,0.0051,0.9977,-0.102,0.033,0.267
653.95,36.909,70.27,98.75,-0.0163,-0.0157,0.9985,-0.516,-0.622,0.053
654.0,36.914,70.36,98.77,-0.0217,0.0119,1.036,0.055,0.949,-0.832
654.05,36.93,70.32,98.81,-0.0709,0.0404,1.0212,0.186,1.005,0.415
654.1,36.896,70.27,98.81,-0.0393,0.0396,1.0499,1.523,0.697,0.855
654.15,36.895,69.62,98.8,-0.0172,-0.0144,0.9747,2.296,1.892,0.289
654.2,36.903,71.4,98.81,-0.0245,-0.0318,0.9805,1.644,-0.067,-0.228
654.25,36.92,70.33,98.83,0.0453,-0.0067,1.0038,0.645,0.624,-0.542
654.3,36.895,70.45,98.84,0.02,0.0072,1.0441,0.128,0.031,-0.654
654.35,36.917,70.34,98.83,0.0359,0.0048,0.9764,0.32,0.292,0.138
654.4,36.917,69.93,98.9,0.0354,-0.044,0.9224,-0.422,0.885,-0.427
654.45,36.932,69.45,98.88,0.0251,-0.0484,0.964,-0.238,1.278,-0.381
654.5,36.922,69.79,98.89,-0.0236,-0.0684,0.9907,0.852,0.854,-1.129
654.55,36.915,69.38,98.86,-0.0509,-0.0638,0.9986,0.131,0.793,-1.132
654.6,36.925,69.04,98.87,0.0242,-0.0292,0.9815,-0.09,0.405,-0.387
654.65,36.917,70.8,98.87,0.0653,-0.019,0.8705,-1.469,-0.522,0.327
654.7,36.907,70.11,98.92,0.0161,0.0063,0.931,-0.985,0.01,0.701
654.75,36.9,69.7,98.92,-0.0259,-0.075,0.9548,-1.349,-0.892,1.163
654.8,36.906,69.63,98.91,-0.0863,-0.0973,1.0089,-0.412,-1.131,-0.343
654.85,36.911,69.85,98.9,-0.0771,-0.0706,1.0368,-0.483,-0.603,-0.422
654.9,36.913,69.43,98.93,0.0174,-0.0105,1.0279,0.041,-0.349,-0.239
654.95,36.89,69.13,98.97,0.0427,-0.0349,0.9316,-0.941,-1.184,-0.535
655.0,36.909,70.07,98.92,0.0378,0.0292,1.0243,-1.358,-1.034,-0.467
655.05,36.912,68.89,98.94,-0.0207,-0.0197,1.0094,-0.055,-0.906,0.456
655.1,36.917,69.89,98.93,0.0071,0.0015,1.0358,1.267,-1.1,-0.691
655.15,36.928,69.27,98.91,0.024,0.0418,1.056,1.108,0.145,0.362
655.2,36.914,69.35,98.92,0.0578,0.039,1.0265,0.335,-0.169,0.275
655.25,36.903,69.01,98.97,-0.018,-0.0344,1.0099,-0.533,1.229,-0.213
655.3,36.894,68.58,98.91,0.0108,-0.0147,1.0172,-0.333,0.766,-0.368
655.35,36.919,68.75,98.93,0.0243,-0.0756,0.998,-1.116,0.226,0.351
655.4,36.903,69.25,98.91,-0.0914,-0.0625,1.0493,-0.273,-0.444,-0.374
655.45,36.92,68.64,98.92,-0.0716,-0.0721,0.9967,-0.499,-0.65,1.051
655.5,36.926,68.62,98.86,-0.0713,-0.1028,1.0269,-0.49,-1.737,-0.237
655.55,36.896,69.4,98.9,0.0066,-0.0067,1.0084,-0.649,-1.339,-0.434
655.6,36.917,69.22,98.9,0.0771,-0.0096,1.0165,-0.632,0.214,-0.48
655.65,36.925,68.36,98.86,0.112,0.0354,0.9739,-0.448,0.461,0.57
655.7,36.922,69.59,98.83,0.0752,-0.014,0.9765,1.459,-0.006,-0.996
655.75,36.891,69.63,98.92,0.0251,-0.0072,1.0059,0.797,1.269,-0.182
655.8,36.903,68.87,98.87,-0.0421,0.022,1.0165,0.767,0.839,-0.107
655.85,36.899,68.14,98.86,0.0255,0.0058,0.9772,-0.349,0.109,-0.171
655.9,36.917,68.3,98.86,0.0163,-0.0208,0.9427,0.194,-0.988,-0.513
655.95,36.916,68.73,98.85,0.018,-0.095,0.9786,-0.049,-0.23,0.399
656.0,36.885,69.61,98.78,-0.0273,-0.0724,0.9594,-0.793,-0.768,0.352
656.05,36.909,69.1,98.81,-0.0265,0.034,1.0161,-0.756,-0.415,0.24
656.1,36.92,68.43,98.75,-0.0062,0.0626,1.0088,-0.858,0.737,-0.14
656.15,36.914,69.79,98.74,0.0104,0.0007,0.9541,-0.748,0.14,-1.247
656.2,36.914,69.05,98.75,0.0192,0.0113,0.993,-0.52,-0.42,0.773
656.25,36.908,69.49,98.7,-0.0168,0.0034,0.979,-1.658,-0.872,0.027
656.3,36.902,68.94,98.79,-0.044,0.0274,0.9648,-0.636,-1.269,0.037
656.35,36.912,68.16,98.71,-0.024,0.0084,1.0168,0.026,-0.291,0.888
656.4,36.913,68.26,98.7,-0.0337,-0.0254,0.9802,-0.114,0.126,1.3
656.45,36.918,68.74,98.72,0.0003,0.0212,1.0554,1.276,1.327,0.53
656.5,36.919,69.33,98.68,0.0759,0.0089,1.024,0.499,-0.047,-0.211
656.55,36.913,69.41,98.67,0.0454,-0.0094,1.0209,-0.074,0.016,0.893
656.6,36.923,70.15,98.66,-0.0538,-0.021,0.9913,-0.867,-0.26,0.95
656.65,36.908,69.23,98.68,-0.0073,-0.0283,1.006,0.301,-0.492,0.513
656.7,36.898,69.21,98.63,0.0307,0.0103,0.9733,0.76,-1.238,0.23
656.75,36.917,68.79,98.63,0.0862,-0.0086,1.008,0.877,-1.034,-0.102
656.8,36.914,69.76,98.64,0.0779,-0.0233,1.0629,0.033,0.009,0.351
656.85,36.917,70.05,98.64,-0.0051,0.0256,1.0162,0.262,-0.05,0.966
656.9,36.9,69.03,98.64,-0.0214,0.0274,1.0267,0.371,-0.549,0.193
656.95,36.93,69.3,98.62,-0.0565,0.0844,0.9871,-0.228,-0.28,-0.499
657.0,36.919,69.56,98.62,-0.0094,0.0738,1.0126,-0.884,1.444,-0.204
657.05,36.909,69.0,98.66,-0.0163,0.0594,1.024,-1.281,1.496,-0.087
657.1,36.903,68.54,98.65,0.0078,0.0088,1.0068,0.159,1.474,0.533
657.15,36.923,69.52,98.66,0.0203,-0.0144,0.9389,-0.935,1.056,0.843
657.2,36.901,69.76,98.63,0.0592,-0.0602,0.9955,-0.731,0.289,0.347
657.25,36.935,69.03,98.66,0.0593,-0.0717,1.0301,0.039,0.436,0.306
657.3,36.906,69.51,98.63,-0.0003,0.0308,0.9956,-0.016,-0.356,-0.575
657.35,36.93,70.58,98.65,-0.018,0.0314,1.0021,0.608,-0.524,-1.305
657.4,36.911,70.13,98.69,-0.0194,0.0439,0.9577,-0.285,-0.383,0.027
657.45,36.928,69.85,98.67,-0.0276,-0.0495,0.9797,-1.147,0.668,0.028
657.5,36.905,69.36,98.7,0.0594,-0.0724,0.9722,-1.58,0.413,-0.174
657.55,36.913,69.97,98.67,-0.0006,-0.036,1.0367,0.206,0.59,-1.333
657.6,36.921,68.87,98.69,-0.0693,0.0256,0.9917,0.764,-0.741,0.386
657.65,36.919,69.66,98.73,-0.12,0.0214,0.9906,1.325,-0.157,-0.385
657.7,36.924,69.48,98.65,-0.0871,-0.0093,0.9445,1.598,0.08,0.538
657.75,36.908,70.15,98.75,0.0921,0.003,0.9598,1.16,0.261,0.528
657.8,36.913,68.72,98.74,0.142,0.0014,0.9787,1.415,0.286,-0.518
657.85,36.925,71.1,98.75,0.0558,0.0124,1.0727,1.674,1.335,-0.721
657.9,36.906,69.65,98.7,0.0029,0.024,1.0445,0.011,-0.327,0.297
657.95,36.918,70.71,98.74,0.013,0.0062,1.0687,-0.832,-0.283,-0.487
658.0,36.91,70.3,98.8,0.0179,-0.0501,0.9877,-0.811,0.692,-1.226
658.05,36.915,70.14,98.8,0.0433,-0.0188,1.054,-0.33,-0.27,-0.51
658.1,36.913,70.13,98.78,-0.0127,-0.0327,1.0449,-0.444,0.063,-0.267
658.15,36.905,70.08,98.82,-0.047,0.0094,1.0248,0.213,-0.021,-0.757
658.2,36.91,69.83,98.81,-0.0587,-0.0156,1.0335,-0.192,0.739,-0.529
658.25,36.914,70.31,98.82,-0.0528,-0.0686,0.9812,-0.259,0.153,-0.296
658.3,36.912,70.03,98.93,0.0243,-0.0011,1.0027,0.034,0.955,-0.517
658.35,36.928,70.43,98.84,-0.0001,0.0407,1.0152,0.164,0.739,-0.102
658.4,36.923,70.39,98.78,0.0158,0.0402,1.0004,0.756,1.318,0.367
658.45,36.916,70.01,98.86,-0.0211,-0.0023,1.0331,0.532,1.59,0.665
658.5,36.905,69.97,98.84,0.013,-0.0053,1.0058,1.107,1.096,0.045
658.55,36.905,70.38,98.87,0.037,-0.0033,0.9708,1.073,-0.343,0.636
658.6,36.933,70.47,98.89,0.0091,0.0481,0.9408,0.695,-0.326,0.176
658.65,36.903,70.02,98.87,0.0409,0.0065,0.9457,0.5,-0.311,-1.107
658.7,36.914,69.78,98.97,0.0223,-0.0091,0.9852,-0.08,0.262,-1.639
658.75,36.916,70.41,98.91,0.0054,0.0751,1.0045,-0.515,-0.064,0.647
658.8,36.91,70.46,98.94,0.0764,0.0545,1.0127,0.075,0.843,-0.27
658.85,36.903,70.34,98.9,0.0073,-0.0022,0.9841,-0.29,0.386,0.677
658.9,36.905,70.23,98.92,-0.012,-0.0601,0.9605,0.168,0.705,0.021
658.95,36.907,70.66,98.94,-0.015,-0.0148,0.9924,-1.083,-0.827,0.578
659.0,36.906,69.76,98.92,-0.0961,0.0218,1.0161,-0.005,-0.78,-0.593
659.05,36.926,69.81,98.96,-0.1045,-0.0286,0.986,-0.252,-1.483,0.538
659.1,36.913,69.91,98.92,-0.0753,-0.0154,1.0221,0.209,-2.011,-0.044
659.15,36.908,70.11,98.92,-0.0189,-0.02,0.9798,0.693,-0.858,-0.57
659.2,36.914,69.82,98.97,-0.0031,-0.0137,1.0455,-0.922,-0.419,-0.129
659.25,36.92,69.79,98.97,0.0003,0.0282,1.0237,-0.243,0.408,-0.789
659.3,36.91,70.51,98.97,-0.0176,0.011,1.0373,-0.543,1.067,0.32
659.35,36.922,69.96,98.97,-0.0161,0.0467,0.9983,-1.323,1.354,-0.387
659.4,36.9,70.35,98.9,0.039,-0.0498,0.9841,-0.699,1.257,0.841
659.45,36.925,69.9,98.92,0.0219,-0.027,0.9817,-0.167,0.179,-0.669
659.5,36.913,69.49,98.89,0.017,0.01,0.9759,0.91,-0.75,-0.752
659.55,36.913,70.33,98.92,0.0226,0.0968,0.9552,0.549,0.354,-0.671
659.6,36.906,69.52,98.94,0.0633,0.0474,1.0261,0.389,-1.087,-0.8
659.65,36.901,69.82,98.9,0.0413,0.0522,1.0624,0.844,-1.557,1.1
659.7,36.896,69.95,98.91,0.0113,0.009,1.0285,-0.786,0.126,1.361
659.75,36.906,69.42,98.83,0.0505,0.0277,0.9567,-0.07,1.472,0.685
659.8,36.919,69.32,98.84,0.0544,-0.004,0.9529,-0.935,0.771,0.34
659.85,36.904,68.99,98.86,0.0159,-0.0434,1.0102,-1.026,-0.214,0.733
659.9,36.898,69.37,98.84,-0.0214,-0.0405,0.9838,-1.242,-0.032,0.006
659.95,36.904,68.86,98.76,-0.0774,0.021,1.0285,-1.3,1.329,-1.047
660.0,36.909,69.04,98.85,0.0162,0.0074,0.9963,-0.193,0.84,0.326
660.05,36.91,68.94,98.78,-0.0114,-0.0102,1.0045,-0.706,1.133,-0.321
660.1,36.912,68.77,98.75,-0.0136,0.0098,1.0078,-0.428,1.581,0.377
660.15,36.924,69.13,98.75,-0.0655,-0.0413,0.9582,0.399,0.767,0.578
660.2,36.926,69.52,98.76,-0.0228,-0.0149,0.9961,-0.095,-0.322,1.242
660.25,36.933,69.29,98.73,0.0042,0.0006,1.0083,0.197,0.006,0.407
660.3,36.897,67.89,98.76,0.0931,0.0073,1.0031,-0.872,0.785,0.922
660.35,36.905,68.84,98.74,0.0421,-0.0249,0.9453,-1.442,0.977,1.223
660.4,36.92,69.9,98.7,-0.0245,-0.0874,1.008,-0.624,-0.359,-0.769
660.45,36.909,68.81,98.69,-0.0527,-0.0376,1.0172,-0.575,0.248,-0.328
660.5,36.922,68.57,98.76,-0.0179,0.0098,1.0007,-0.638,0.717,0.665
660.55,36.915,69.37,98.69,-0.0,0.0576,0.9735,0.861,-0.552,-0.683
660.6,36.929,68.71,98.72,-0.0151,0.0415,1.0099,0.8,-0.993,0.625
660.65,36.924,69.31,98.69,-0.0523,0.0166,0.9928,0.092,-0.041,-0.764
660.7,36.924,68.65,98.69,-0.0316,-0.022,1.0048,0.562,-0.433,-0.617
660.75,36.909,68.95,98.63,-0.0367,0.0459,0.965,0.425,0.54,0.185
660.8,36.913,68.45,98.64,-0.0722,-0.0131,0.9622,1.049,0.548,-0.88
660.85,36.91,69.3,98.67,0.01,-0.0305,0.9683,0.428,0.158,-0.295
660.9,36.898,68.81,98.61,0.0313,-0.0722,0.9681,0.925,0.034,-0.838
660.95,36.928,68.95,98.63,0.0961,-0.0516,1.0093,0.067,-1.079,-0.675
661.0,36.921,69.4,98.64,-0.0473,-0.0076,0.9732,1.851,-2.586,-1.63
661.05,36.91,69.22,98.62,-0.0601,0.0034,0.9665,0.949,-2.169,-0.419
661.1,36.927,68.97,98.6,-0.0263,0.0158,1.0208,1.908,-1.888,-0.214
661.15,36.907,68.43,98.67,0.0701,-0.0109,1.0356,1.464,-0.807,-0.317
661.2,36.895,69.15,98.65,0.0614,0.0332,1.0197,0.208,0.207,0.382
661.25,36.924,69.11,98.72,0.0374,-0.0215,1.0342,-0.926,1.351,0.109
661.3,36.901,69.38,98.67,-0.0014,-0.0228,1.0184,-0.78,1.322,-1.871
661.35,36.912,69.35,98.67,-0.0105,-0.056,0.9856,0.313,1.446,-0.383
661.4,36.916,70.17,98.66,0.0426,-0.0164,0.9962,0.214,0.338,-0.442
661.45,36.918,69.91,98.66,0.0423,-0.0056,0.9941,0.019,0.336,-0.394
661.5,36.922,69.56,98.72,0.0083,-0.0041,1.0069,0.884,1.338,0.153
661.55,36.92,70.18,98.71,-0.0285,0.0153,1.015,0.552,-0.225,-0.402
661.6,36.919,70.64,98.7,-0.0567,0.0061,0.9915,-1.294,-0.692,0.635
661.65,36.906,69.7,98.72,0.0127,0.0311,0.9773,-1.062,-0.449,-0.606
661.7,36.917,70.0,98.73,-0.0102,0.0225,0.9784,-1.169,0.189,-1.267
661.75,36.899,69.86,98.72,-0.0044,0.0637,0.9755,-0.297,0.036,-0.258
661.8,36.929,70.47,98.73,0.0182,0.0238,0.9759,-0.419,-0.99,0.08
661.85,36.9,71.42,98.73,-0.0019,0.002,1.0324,0.817,0.224,-0.529
661.9,36.91,71.04,98.77,-0.0017,-0.0489,0.9984,0.658,-1.088,-0.058
661.95,36.901,70.37,98.77,0.005,0.028,0.9223,1.482,-0.473,0.974
662.0,36.907,70.91,98.7,0.009,-0.0328,0.9722,1.245,0.821,0.53
662.05,36.914,71.27,98.77,0.0094,-0.0162,0.9683,1.011,1.444,-0.006
662.1,36.909,69.9,98.85,-0.022,-0.028,0.9782,0.347,2.435,1.122
662.15,36.925,70.26,98.79,-0.0532,0.0173,1.024,0.002,0.715,0.227
662.2,36.916,71.26,98.86,-0.0358,-0.0121,1.0442,0.296,-0.612,-0.885
662.25,36.909,70.09,98.82,-0.0042,0.0166,1.009,-0.013,-1.467,0.054
662.3,36.913,70.89,98.89,0.0915,-0.0158,1.0255,-0.136,-1.081,-1.021
662.35,36.926,71.23,98.86,0.0417,0.0338,0.937,0.632,-0.783,-0.786
662.4,36.923,71.03,98.88,-0.0314,0.0187,0.9557,0.285,-0.978,0.101
662.45,36.903,70.82,98.92,-0.0138,-0.0157,0.9821,1.283,0.542,0.907
662.5,36.907,71.54,98.87,-0.0226,0.0011,0.9844,0.797,-0.096,0.91
662.55,36.919,71.25,98.93,-0.0408,0.0003,1.0466,-0.188,0.431,-0.057
662.6,36.918,71.9,98.9,-0.0541,0.0232,1.0061,0.624,-0.92,-0.707
662.65,36.904,70.2,98.95,-0.0339,0.0252,0.9943,-0.404,-0.316,0.013
662.7,36.922,70.44,98.88,0.0065,-0.0119,0.9831,-1.594,0.142,-0.024
662.75,36.905,70.62,98.95,-0.0136,0.0075,1.0368,-0.385,1.221,-0.722
662.8,36.927,71.24,98.93,0.0262,0.0282,1.0631,0.663,1.116,-0.186
662.85,36.919,70.89,98.93,0.0083,0.0344,1.0516,0.414,0.486,0.053
662.9,36.903,70.23,98.96,-0.0505,-0.0051,1.028,0.492,0.864,0.016
662.95,36.909,69.86,98.9,-0.0148,-0.0298,1.0472,1.038,1.907,-0.511
663.0,36.909,69.72,98.94,-0.0471,-0.0309,0.9901,0.381,1.185,0.525
663.05,36.916,71.04,98.98,-0.0198,-0.045,1.0278,1.045,1.206,0.077
663.1,36.912,70.06,98.95,-0.0049,0.0148,1.0048,1.343,0.851,0.299
663.15,36.903,70.07,98.94,0.0189,-0.006,1.0007,0.504,0.073,-0.752
663.2,36.9,69.37,98.99,0.0229,0.058,0.9762,0.2,-1.326,-0.745
663.25,36.92,69.78,98.93,0.0177,0.0223,1.001,-0.611,-1.365,-0.966
663.3,36.917,69.23,98.96,-0.0164,-0.0397,0.9468,-1.055,-2.463,0.211
663.35,36.915,69.62,98.94,-0.0334,-0.0106,0.9693,-0.454,-2.489,-0.29
663.4,36.917,69.28,98.97,0.0028,-0.0077,0.9861,-0.883,-1.096,-0.793
663.45,36.908,68.98,98.94,0.0251,0.0097,1.0071,0.118,-1.319,-0.77
663.5,36.916,69.84,98.92,-0.0643,-0.0257,0.9872,0.238,-1.484,-0.074
663.55,36.94,69.78,98.86,-0.0513,-0.0092,1.0435,-0.012,-0.471,-0.361
663.6,36.926,69.3,98.89,-0.0326,0.0121,1.06,-1.886,0.083,-1.018
663.65,36.912,68.07,98.94,0.0399,0.0556,0.9937,-2.199,-0.079,-0.075
663.7,36.909,68.35,98.93,0.0253,0.0277,0.9687,-2.531,-0.048,0.01
663.75,36.886,68.3,98.85,-0.0246,-0.0203,1.0058,-2.308,0.449,-0.835
663.8,36.925,69.67,98.86,-0.0402,-0.0632,1.0261,-2.049,-0.748,-0.969
663.85,36.922,69.2,98.8,-0.0426,-0.0323,0.9956,-1.268,0.642,1.23
663.9,36.909,69.3,98.85,-0.0262,0.0197,0.9541,-2.793,0.939,0.099
663.95,36.9,68.19,98.79,0.0117,-0.0084,0.9434,-1.985,1.333,0.934
664.0,36.903,67.76,98.81,0.0045,-0.0235,0.9711,0.277,0.583,0.347
664.05,36.919,69.01,98.82,-0.0048,-0.0106,1.0175,-0.185,0.273,0.357
664.1,36.914,67.35,98.77,0.0489,0.0251,1.0138,0.886,-0.785,-0.278
664.15,36.921,68.51,98.78,0.0416,0.0238,0.9822,1.466,-0.582,-0.524
664.2,36.915,68.77,98.8,0.0757,-0.0057,0.9739,0.175,-1.0,-0.961
664.25,36.924,67.91,98.79,0.027,-0.0002,0.9665,-2.557,-0.453,-0.056
664.3,36.918,69.24,98.72,-0.0212,-0.004,1.0296,-2.034,0.218,0.447
664.35,36.923,68.36,98.7,-0.0449,-0.0193,1.0289,-1.931,0.136,0.406
664.4,36.894,68.7,98.71,-0.0022,-0.0329,0.9905,-0.445,0.046,0.301
664.45,36.902,68.84,98.69,0.0086,0.0007,0.9589,-0.715,0.618,-0.629
664.5,36.911,68.72,98.65,0.0543,0.0253,0.9429,-0.819,1.473,-1.25
664.55,36.925,68.4,98.72,-0.0114,-0.0148,0.9353,-0.249,-0.003,0.156
664.6,36.933,68.33,98.64,-0.0126,-0.0311,0.9606,0.511,1.142,0.027
664.65,36.913,68.99,98.68,0.0222,-0.035,1.0101,1.243,1.122,-0.243
664.7,36.909,69.19,98.67,-0.0072,-0.0471,1.0107,0.641,-0.036,0.186
